ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_3m3FwdVdtjjnwpM,Yes,1,100,3,2,10,1,2,20,1,1,20,1,1,10,1,1,20,3,2,30,3,3,40,4,3,80,1,1,40,1,1,20,2,2,20,3,3,20,3,2,40,3,3,40,4,3,Late,1
R_OkgXROUNW6f2eNH,Yes,1,80,3,2,40,1,2,60,1,2,50,3,2,30,1,1,30,1,1,20,1,2,70,3,2,40,2,1,30,1,1,10,1,2,20,1,4,40,1,3,20,1,,40,1,3,Late,0
R_21vJElXpV8T6h9Y,Yes,1,100,1,1,80,1,1,90,3,1,90,2,1,90,2,1,80,1,1,90,1,2,60,1,1,100,1,1,50,1,1,10,4,4,10,3,4,10,4,4,10,3,3,10,4,4,Late,1
R_1gq1UCJVRhWdlmu,Yes,1,40,1,1,20,1,1,10,1,1,40,3,3,90,4,3,40,1,2,30,1,2,60,3,3,20,1,1,30,1,1,10,1,3,20,3,3,30,3,3,40,1,3,40,3,3,Late,1
R_2Vt2N1UF5kKlQ9n,Yes,1,50,3,2,50,4,3,0,1,1,50,3,3,0,1,1,30,3,2,30,3,2,20,1,1,10,1,1,10,1,1,70,4,3,10,1,3,20,1,3,70,4,3,50,4,4,Late,1
R_2CiYlDEVjAgwrav,Yes,1,100,4,2,70,3,2,100,3,3,100,4,3,40,2,1,60,1,1,50,1,2,100,4,3,10,1,1,20,1,1,20,2,3,20,1,3,50,3,3,30,1,2,100,4,3,Late,1
R_3Pvpr7U9TVfUCtA,Yes,1,60,1,1,,,,50,1,1,50,1,1,100,3,2,30,1,1,50,4,3,90,3,2,50,1,1,30,1,1,80,5,3,50,4,3,30,5,4,10,3,3,80,4,3,Late,1
R_2uqAGsyrt7EWX5u,Yes,1,50,3,2,80,3,2,70,3,3,90,3,2,50,1,1,50,2,2,20,1,1,50,1,2,30,1,2,10,1,1,,,,20,1,3,30,2,3,10,1,,50,1,3,Late,1
R_2v62gaIuFrxduV2,Yes,1,20,2,2,40,3,2,20,4,3,80,4,3,10,1,1,0,1,2,10,1,1,20,3,2,30,2,1,10,1,1,10,1,3,10,1,3,10,2,3,10,3,3,10,3,3,Late,1
R_AmQzXJqnU280stH,Yes,1,60,1,2,60,3,2,40,2,2,90,4,4,40,1,2,20,1,1,20,1,2,70,2,2,30,2,1,10,1,1,30,2,3,80,4,4,70,4,3,60,4,4,80,4,4,Late,1
R_3ncPgc4bcansako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,1
R_3qO0kCDnf62dwrC,Yes,1,,,,,,,0,1,2,90,4,3,70,3,,0,1,1,30,4,3,,4,3,10,1,1,0,1,1,0,1,2,10,1,2,80,4,4,10,1,3,100,4,2,Late,0
R_1etPxzW5VxdrJej,Yes,1,20,,2,20,1,2,10,1,1,10,1,2,10,1,1,10,1,1,20,1,2,20,1,2,10,1,2,10,1,1,10,1,3,10,1,4,10,1,3,10,2,3,10,3,3,Late,1
R_sYFSOeNpevUtwhb,Yes,1,50,3,2,70,3,3,90,5,4,40,3,2,50,1,2,20,1,2,30,1,2,40,3,2,30,1,1,,,,30,1,3,20,1,2,30,1,2,20,3,3,0,1,1,Late,1
R_1rpKjN25fSMIu06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late,0
R_Ah5XtAyamVMjbqx,Yes,1,70,4,2,50,3,3,40,4,2,20,1,2,20,4,4,10,1,1,10,1,3,40,3,3,10,1,1,20,3,2,10,3,3,10,1,3,10,1,4,10,3,3,30,4,4,Late,1
R_vOHLW4sqH3ADq2l,Yes,1,90,3,1,30,1,2,50,3,3,100,5,4,100,3,3,10,1,1,10,1,2,30,3,2,100,4,3,10,4,3,10,1,2,10,2,3,40,3,3,10,3,3,10,1,,Late,1
R_1mRdX8hcbKMMlyz,Yes,1,50,1,2,20,1,1,30,1,1,30,2,2,10,1,1,10,1,1,10,1,2,10,1,1,10,1,1,0,1,2,10,1,2,0,1,2,20,3,3,40,3,3,70,3,2,Late,1
R_3hnJHvagVby6Mnx,Yes,1,80,1,1,60,1,1,50,1,1,60,1,2,70,1,1,50,1,1,50,1,1,50,1,1,20,1,1,60,1,1,70,4,3,10,3,3,20,3,3,60,1,1,60,2,2,Late,0
R_2fjoOkhsyF7yKJU,Yes,1,30,1,1,80,3,3,30,1,1,70,4,3,20,1,1,70,3,3,80,4,4,80,3,3,20,1,1,30,1,1,50,3,3,20,1,2,30,1,2,30,3,3,50,3,3,Late,0
R_1F8m8X389UYTyV8,Yes,1,60,1,1,50,1,2,60,1,1,90,3,3,10,1,1,20,1,2,50,1,1,20,1,1,20,1,1,10,1,1,0,1,3,20,3,3,10,1,4,10,1,3,50,3,4,Late,1
R_1JIz2irzCoupgve,Yes,1,0,1,1,10,1,1,100,3,2,100,4,2,0,1,1,10,1,1,10,1,1,20,1,1,80,3,1,0,1,1,10,1,3,20,5,3,10,2,4,0,1,3,80,4,4,Late,0
R_269KU7CmS13Uvym,Yes,1,50,1,1,30,1,1,80,4,4,30,1,1,10,1,1,20,1,1,0,1,1,50,2,2,30,1,1,30,1,2,60,4,3,10,1,3,10,1,3,20,3,3,50,4,4,Late,0
R_2c2h1wHTx1fSKrp,Yes,1,0,1,1,0,1,1,100,3,3,40,2,2,0,1,1,0,1,1,0,1,2,0,1,1,0,1,1,0,1,1,90,5,4,0,1,1,50,3,3,40,2,2,30,3,3,Late,0
R_1IL8JmWbo6p2eSy,Yes,1,70,4,3,80,1,1,60,1,1,60,4,3,50,1,1,30,1,1,40,1,2,60,3,2,40,1,1,50,1,1,90,4,3,10,1,4,10,1,4,30,3,4,90,3,3,Late,1
R_2tFEdaYN9KjbTnL,Yes,1,30,1,2,20,1,1,30,2,4,30,1,2,20,1,1,10,1,1,50,3,2,20,1,1,20,2,1,10,1,1,60,4,4,10,3,4,50,1,3,60,2,2,50,2,2,Late,0
R_T0BPvfncS01RFAt,Yes,1,,,,30,3,2,60,4,3,,,,10,1,1,20,,2,,,,10,2,2,40,1,1,20,1,1,20,3,2,20,1,2,0,1,2,20,2,3,70,5,3,Late,1
R_1Q57Z6TjfwdYFd7,Yes,1,,3,2,0,1,1,50,5,4,50,3,2,,1,2,0,1,1,,1,2,,3,2,0,1,1,0,1,1,70,5,4,0,1,,,3,3,,,,,1,,Late,
R_3jdqv015lQS8WrD,Yes,1,10,1,1,50,3,3,10,1,1,50,4,3,10,1,1,10,3,2,10,1,1,10,1,1,10,1,1,10,1,1,10,1,3,10,1,3,10,1,3,0,1,3,40,3,3,Late,1
R_2tzLASl26rVttLx,Yes,1,50,1,1,40,1,1,60,1,1,70,3,2,60,1,1,30,1,1,50,1,1,30,1,1,50,1,1,,1,1,10,1,3,40,1,3,10,1,,30,3,3,30,1,,Late,1
R_1Kjcvu1u13MeJol,Yes,1,80,3,2,50,1,,,1,1,80,5,4,50,3,,,1,1,,1,4,80,3,,80,3,,,1,1,10,1,,,4,4,10,1,1,10,2,3,50,1,3,Late,1
R_1Qcm8FIi3Zzd8jB,Yes,1,70,4,3,50,3,2,80,4,3,70,3,2,80,4,3,90,4,3,90,5,4,80,4,3,50,3,2,30,1,1,80,5,4,20,1,3,60,1,3,70,4,3,70,3,3,Late,0
R_1CjNxXF6ASDHGo0,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,1,,30,1,,,,,,,,,,,,,,30,1,1,10,1,,20,1,,40,4,4,20,1,4,40,1,3,40,5,4,Late,0
R_33qZcMFtRA1Ud1g,Yes,1,50,1,1,80,3,2,80,1,1,70,1,1,80,1,1,60,1,1,30,2,1,60,1,1,80,1,1,30,1,1,10,4,3,10,4,4,70,4,3,10,3,3,40,4,4,Late,1
R_2eWnGO7gJacloZ5,Yes,1,60,3,2,60,1,4,80,3,3,40,3,3,60,4,3,60,1,2,40,1,2,50,1,2,50,1,2,30,1,2,70,4,4,40,4,4,50,4,4,90,3,3,30,3,4,Late,0
R_3L079OjiPSuO7NX,Yes,1,30,1,2,70,1,3,80,3,3,70,4,3,60,1,1,30,2,2,30,1,3,60,3,3,70,1,4,20,1,3,30,4,3,20,1,,20,1,2,10,1,3,80,4,2,Late,0
R_3ilOvuGTuyQnfbC,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,30,3,1,20,1,2,,,,,,,,,,,,,10,1,1,10,1,1,50,1,3,80,1,3,50,1,3,50,3,3,80,3,3,Late,0
R_2SBqO7vs5B5IDWA,Yes,1,20,1,1,20,1,1,70,5,4,50,1,1,90,5,4,20,1,1,10,1,1,30,1,2,10,1,1,10,1,1,20,1,2,30,1,3,40,1,3,30,1,3,30,3,4,Late,1
R_31vIn3sFw82kmV4,Yes,1,30,3,2,20,1,2,40,3,1,60,3,2,50,3,2,0,,1,0,1,1,10,1,2,40,1,1,0,1,1,30,4,4,20,2,4,10,2,3,10,1,3,20,4,3,Late,0
R_3htkw32eF7YBAto,Yes,1,50,1,1,40,1,1,50,3,2,90,3,2,70,1,1,50,3,2,80,2,2,60,1,2,60,1,1,30,1,1,80,3,3,30,1,3,30,1,3,30,1,2,20,3,3,Late,0
R_3k1le5KT88fvbeq,Yes,1,40,3,3,20,3,3,10,1,1,30,3,2,10,1,1,10,1,1,30,3,3,30,3,2,20,1,1,0,1,1,0,1,2,10,1,3,10,1,3,10,1,3,50,3,3,Late,0
R_0x0teWkHdoUlR85,Yes,1,,3,1,,3,1,,1,1,60,3,2,50,3,1,,1,1,10,1,1,50,3,2,50,3,1,,1,1,10,3,4,20,2,4,,3,3,10,2,3,30,3,3,Late,1
R_3p6k0uv5eptnmWF,Yes,1,50,3,2,20,1,2,30,2,2,60,3,3,10,1,1,30,1,1,50,2,2,50,3,2,20,3,2,10,1,1,10,1,2,20,1,3,20,1,2,10,1,3,20,1,3,Late,1
R_25ynPd1HJJ2t0LT,Yes,1,30,1,1,20,1,1,20,1,1,100,4,3,20,1,1,10,1,1,10,1,1,40,3,2,20,1,1,20,1,1,80,5,4,20,2,3,20,2,3,10,3,3,70,5,4,Late,1
R_1MTkOSXvGpQLnTm,Yes,1,50,3,2,20,1,1,60,3,3,30,1,1,50,3,3,20,1,1,20,1,1,10,1,1,20,1,1,20,1,1,20,1,1,10,1,1,10,1,1,40,3,2,20,1,1,Late,0
R_1gMgKnMuhvjSwTK,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,80,4,,,1,1,,,,,,,,,,,,,,1,1,,1,1,,1,,,3,3,,3,,20,1,,70,4,4,Late,0
R_3hnf8g9hWEzi6DG,Yes,1,40,1,1,50,3,2,10,1,1,20,3,2,10,1,1,10,3,2,50,2,2,10,1,1,50,1,1,10,1,1,20,3,4,30,3,4,30,3,3,20,3,3,20,3,2,Late,0
R_2Yb3Vnqzd3shAB4,Yes,1,70,,,80,1,1,50,1,1,90,3,3,60,1,1,60,1,1,80,1,1,80,3,3,80,1,1,50,1,1,10,1,2,20,3,3,20,3,3,30,1,2,,,,Late,1
R_PzIBJj0jF5rYyop,Yes,1,60,1,2,40,1,4,60,3,3,50,1,2,80,3,2,60,1,1,70,3,2,60,3,2,30,1,1,40,1,1,70,5,4,60,5,4,50,4,4,30,2,3,50,4,3,Late,1
R_VPTfB2yo1EriaMV,Yes,1,50,,,20,1,2,20,1,1,90,4,3,50,1,1,,,,20,1,2,20,1,2,60,1,1,10,1,1,20,1,,30,4,4,20,2,3,10,2,,50,5,4,Late,1
R_210amWS13ahwvpk,Yes,1,60,1,1,80,3,3,40,1,1,100,5,4,40,1,2,30,1,2,20,1,3,50,3,2,50,1,4,20,1,1,10,1,3,20,3,3,10,3,3,10,1,3,50,5,4,Late,1
R_3j8uQHfM0KDZHtI,Yes,1,90,3,2,80,3,2,30,1,1,70,4,2,20,1,1,0,1,1,10,1,1,10,1,1,100,3,2,0,1,1,90,5,4,80,4,4,90,5,4,90,3,3,90,4,4,Late,0
R_3RlJ7jwdyJrF3K1,Yes,1,70,1,1,70,1,1,70,1,1,80,3,2,90,3,2,80,3,2,10,1,1,80,3,2,60,1,1,70,1,1,20,4,3,10,4,4,10,3,4,10,2,3,20,5,4,Late,1
R_8A1IcEZTDLPxItz,Yes,1,80,3,2,50,3,2,90,3,2,50,1,2,90,3,3,10,1,1,20,1,1,10,1,1,90,3,2,20,1,2,50,1,3,50,3,3,60,4,4,10,1,4,70,5,3,Late,1
R_31ckORK6WuGefSs,Yes,1,40,3,3,50,1,1,0,1,1,30,3,3,20,1,,,,,40,3,3,20,1,,30,1,1,10,1,1,10,1,3,10,1,3,20,3,2,20,3,3,50,3,4,Late,1
R_3EGbPn2d0g832rs,Yes,1,50,1,,,,,30,1,1,10,3,2,,1,,,,,,,,30,1,,30,1,1,20,1,1,,,,10,1,3,20,3,3,10,1,3,30,4,4,Late,0
R_4O8Lje9KF62IeEV,Yes,1,30,3,2,30,3,2,30,3,2,30,1,1,40,1,1,30,1,1,30,1,1,30,3,2,30,1,1,20,1,1,20,2,3,30,3,3,30,3,3,20,3,3,30,2,3,Late,0
R_2CPPNzTSTxatlu1,Yes,1,,3,,,1,1,,1,1,,1,1,,1,1,,1,1,,3,,,3,,,1,1,,1,1,,1,3,,1,4,,1,3,,1,3,,4,4,Late,1
R_velYZ6KXwQ0l08p,Yes,1,30,1,1,30,1,1,20,1,1,30,1,2,50,1,2,20,1,2,60,3,3,30,1,1,60,1,1,20,1,1,80,4,3,50,4,3,70,5,4,10,1,1,70,4,4,Late,0
R_tGaqwQm6hMTlelb,Yes,1,90,4,3,70,1,2,70,3,3,90,3,2,10,1,2,20,1,2,50,2,2,90,3,2,20,3,2,30,1,1,90,4,4,10,1,2,10,1,,50,1,2,50,3,3,Late,0
R_qVKXNTN5CKPl961,Yes,1,,1,1,,,,,1,1,,,,,1,,,1,1,,3,4,,,,,1,1,,1,1,,,,,1,,,3,,,,,,,,Late,1
R_BJOLeDkCK6EhcHf,Yes,1,30,1,2,50,1,3,10,1,1,50,1,2,50,3,3,40,1,1,30,2,2,50,2,2,20,1,1,40,1,1,10,1,2,60,4,3,30,3,3,30,1,3,70,4,3,Late,1
R_3NJrybPg7Vwv2cz,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,,40,,3,,,,,,,,,,,,,10,1,1,10,1,,,1,,,1,2,,1,3,,1,,,,,Late,1
R_1N36AXP8OcPk0Wi,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,1,1,,,1,,,,,,,,,,,,,,1,1,,1,1,50,1,2,,3,4,70,3,3,10,1,3,80,4,4,Late,0
R_10wmRIrcohCT2np,Yes,1,30,3,2,0,1,1,0,1,1,0,1,1,0,1,1,10,1,1,0,1,1,30,1,2,20,2,2,10,1,2,10,1,2,10,1,3,10,1,3,,,,40,3,4,Late,0
R_1QhZO2XznvTTEDx,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,3,4,50,4,3,,,,,,,,,,,,,30,1,1,,3,,70,4,3,30,1,,10,1,2,50,1,,100,5,4,Late,1
R_1OGNoxVvZlxrUjm,Yes,1,100,4,2,70,4,4,90,1,1,90,5,4,80,4,4,0,1,1,50,3,3,30,1,1,10,1,1,10,1,1,0,1,2,10,4,4,10,5,4,20,3,3,10,1,2,Late,0
R_1ouOJcIPB7SfcOL,Yes,1,60,3,2,80,4,3,70,4,4,70,4,3,10,1,1,20,3,2,40,3,3,20,1,1,30,1,1,10,1,1,10,1,3,10,3,3,30,3,3,20,3,3,90,4,4,Late,0
R_1riX1XBxZZzGtFr,Yes,1,40,1,1,90,5,3,90,4,3,30,1,1,30,1,1,20,1,1,40,1,2,30,1,2,60,1,1,10,1,2,10,2,3,10,2,4,10,2,4,30,1,3,20,2,4,Late,1
R_3PjFs3z6xOKmOD2,Yes,1,100,5,,,1,,30,1,1,80,3,,10,1,1,20,1,1,40,1,1,100,3,,,,,20,1,,10,1,,10,1,,10,3,,10,1,,50,,,Late,1
R_3ndbEvfHjJ0wUNr,Yes,1,60,1,1,30,1,1,70,1,1,70,3,1,40,1,1,30,1,1,30,1,1,80,3,1,30,1,1,10,1,1,30,4,3,30,3,3,20,3,4,20,1,3,30,3,4,Mid,0
R_12kZbKhhyMDtSz2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid,0
R_vOfMcbCje8P8Hw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid,0
R_2TMNjVY5OlgPBqr,Yes,1,50,3,1,50,3,2,100,3,1,50,1,1,20,1,1,70,3,1,50,3,2,100,3,1,50,1,1,50,1,1,50,3,2,0,1,2,0,1,3,50,3,2,50,1,3,Mid,0
R_VO0rUzcSiGXW3G9,Yes,1,100,3,1,50,1,2,30,1,1,100,5,4,10,1,2,100,3,2,0,1,2,100,3,3,0,1,1,0,1,1,0,1,2,10,1,3,10,1,3,10,1,3,50,3,4,Mid,1
R_1FxC33S6GPbkGxL,Yes,1,100,4,2,40,3,2,30,1,1,80,3,2,10,1,1,30,1,1,80,3,2,30,1,1,30,1,1,0,1,1,10,4,4,20,3,4,50,3,4,60,4,3,60,1,2,Mid,0
R_2TXaYCa2YSWzmsd,Yes,1,30,3,2,30,3,3,30,1,1,0,1,1,10,1,1,10,1,1,10,1,3,30,3,3,30,1,1,10,1,1,10,3,2,10,3,3,40,5,4,10,3,2,50,5,4,Mid,1
R_1q8P6Y6uq2WEYvR,Yes,1,90,5,2,80,3,2,60,3,2,90,4,2,70,1,2,30,1,1,90,2,1,100,4,2,70,1,1,40,1,1,40,1,3,40,3,4,70,4,4,30,1,3,50,1,4,Mid,0
R_3DouXiu7qFAtrst,Yes,1,90,3,2,90,3,3,30,1,1,90,4,3,30,1,1,20,1,1,20,1,1,50,3,2,20,1,1,20,1,1,10,1,4,10,1,3,10,1,3,10,1,3,60,3,3,Mid,1
R_1QDSca8zyBCbXE9,Yes,1,80,4,1,100,5,4,90,4,4,100,5,4,50,3,4,10,1,1,50,1,1,50,1,1,10,1,1,10,1,2,10,3,2,40,3,3,70,5,3,10,3,4,50,5,4,Mid,1
R_Y3UnqkopZSKS6xr,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,30,1,1,30,1,2,,,,,,,,,,,,,10,2,4,20,1,1,20,2,2,10,1,2,10,1,2,20,2,3,40,4,3,Mid,0
R_24f3ray2pOO6BQY,Yes,1,90,3,3,0,1,1,50,3,2,90,4,3,0,1,1,0,1,2,30,3,2,50,3,2,10,1,1,0,1,1,40,3,3,50,3,4,30,1,4,10,1,3,50,3,3,Mid,0
R_3rN8I5q471bmCfH,Yes,1,90,3,2,90,4,3,30,3,2,40,3,2,20,1,2,30,3,2,50,1,2,10,1,1,30,2,1,20,1,1,20,3,3,60,3,3,60,5,3,60,3,3,90,4,4,Mid,0
R_2s0AY3zXO5mKiih,Yes,1,10,1,2,50,1,1,50,3,2,100,3,4,10,1,1,50,3,2,50,2,2,100,4,3,10,1,1,10,1,1,50,4,3,50,1,4,50,1,4,10,1,3,50,4,4,Mid,0
R_31Frdo1FzX2lUkD,Yes,1,30,3,3,30,3,2,40,1,1,80,4,3,20,3,1,40,3,1,20,3,2,50,3,2,20,3,1,30,1,1,10,3,3,30,2,3,30,2,3,10,1,3,30,1,1,Mid,1
R_RlQZLTvZiB8xLIB,Yes,1,30,1,2,30,3,3,50,3,2,100,5,4,10,1,1,10,1,1,30,1,1,10,3,3,30,1,1,30,1,1,30,1,1,30,1,1,30,4,4,40,3,3,70,5,4,Mid,0
R_3sBShrdvGrU8J6m,Yes,1,70,3,2,50,1,1,60,1,1,40,3,3,50,1,1,30,1,1,40,1,1,70,3,2,20,1,1,30,1,1,10,1,2,30,1,3,50,1,3,40,1,3,70,4,3,Mid,0
R_1jBNJdXr9Lk8eqd,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,1,1,30,1,2,,,,,,,,,,,,,30,1,1,10,1,1,20,1,2,30,1,3,30,3,3,70,3,3,70,3,4,Mid,0
R_1qfybRl6pkNThEi,Yes,1,80,3,2,90,3,2,50,3,2,90,4,3,20,2,1,90,4,4,80,2,2,90,3,3,30,1,1,10,1,1,20,1,4,30,1,4,20,2,3,50,2,3,20,1,3,Mid,1
R_1kRGDPr6rKkWEcK,Yes,1,90,3,2,90,4,3,80,4,3,30,2,2,30,2,2,20,1,2,20,1,1,10,1,2,10,1,1,20,1,1,10,1,2,10,1,2,10,1,2,20,2,2,50,5,4,Mid,0
R_2qsIUle6WuLpt9g,Yes,1,70,3,2,70,2,1,80,2,2,80,1,1,50,1,1,40,1,1,40,1,1,70,2,2,70,2,1,30,1,1,40,3,3,40,3,4,30,2,3,50,3,3,40,3,3,Mid,0
R_3IRh88uAyXWexsL,Yes,1,,,,,,,70,4,4,,,,10,1,1,,1,,10,1,1,,,,20,1,1,,1,2,,,,,1,,20,3,3,,1,,,,3,Mid,0
R_rkYpqM1pVm101Gx,Yes,1,70,1,1,30,1,1,70,1,1,90,3,1,20,1,1,50,1,1,40,1,1,50,1,1,100,1,1,20,1,1,10,3,4,30,4,4,10,2,4,10,1,3,40,4,4,Mid,1
R_10TOuDh2xRdENdt,Yes,1,50,3,2,30,3,3,90,4,4,50,1,1,40,3,2,10,1,1,30,3,2,60,3,2,10,1,1,10,1,1,90,4,4,10,1,3,40,3,3,90,4,3,70,4,3,Mid,1
R_3m9qDhWmeB9sHK8,Yes,1,70,3,2,70,3,2,40,4,3,40,5,3,20,1,1,40,3,2,40,3,2,40,2,2,30,2,1,50,1,2,,,,20,3,3,40,3,3,20,3,2,60,3,3,Mid,0
R_3HAiIQsp0HiTWGD,Yes,1,70,3,2,40,3,2,20,1,1,80,4,2,10,1,1,20,1,1,20,1,1,70,1,1,30,1,1,0,1,1,10,1,3,10,2,3,10,3,4,10,4,3,50,3,4,Mid,1
R_2f1nK55hl2FPFe9,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,Mid,0
R_Q6oqoJlbYnGUL4J,Yes,1,20,1,1,30,1,1,10,1,1,10,1,1,0,1,1,,,,10,1,2,70,3,3,10,1,1,0,1,1,70,4,3,10,1,3,10,1,3,10,1,2,60,3,2,Mid,0
R_2Ym2szDoOd5xeif,Yes,1,20,1,1,50,3,1,50,2,2,70,3,2,10,1,1,10,1,1,,3,3,20,1,1,50,1,1,,2,1,10,1,3,30,3,4,30,3,4,10,2,4,80,4,4,Mid,0
R_27DNIfKcOWFctqM,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,30,1,1,,,,,,,,,,,,,,,,40,1,1,30,1,2,,1,,40,1,3,30,1,3,10,1,3,40,1,2,Mid,0
R_1je1sgrk9bJcwvT,Yes,1,40,2,2,90,3,3,20,1,1,90,4,4,30,2,2,10,1,1,20,1,1,30,1,2,30,1,1,10,2,2,20,3,3,10,2,3,10,1,3,10,1,3,50,3,3,Mid,1
R_3MFhOjEYAWd8qGW,Yes,1,50,1,1,70,3,2,30,1,1,60,3,2,30,1,1,30,1,1,30,1,1,40,1,1,40,1,1,30,1,1,20,1,3,30,1,4,20,1,3,10,1,3,50,1,3,Mid,1
R_2cqGeY0X8aKaw7k,Yes,1,,1,1,,1,1,,1,1,,1,1,,1,1,,1,2,,1,2,,1,2,,1,1,30,1,1,0,1,1,30,4,4,30,4,4,10,1,2,70,5,4,Mid,0
R_Q6cHzrDUYTrsO2J,Yes,1,50,1,1,20,1,1,10,1,1,10,1,1,10,1,1,30,1,1,20,3,2,70,3,2,20,1,1,20,1,1,30,3,2,10,1,1,50,3,3,40,1,2,30,1,2,Mid,0
R_06tyfQ1LTOUupyN,Yes,1,50,3,2,70,3,2,50,2,2,70,3,2,30,2,1,70,3,2,10,1,1,20,1,2,30,1,1,10,1,1,10,1,3,10,1,2,10,1,2,20,1,3,70,5,3,Mid,0
R_3iLjBVHLPKzHWt1,Yes,1,10,3,1,20,1,1,20,1,1,30,3,1,20,1,1,20,1,1,20,2,2,20,1,1,20,1,4,20,1,1,10,1,3,10,1,3,20,3,3,20,3,3,40,5,4,Mid,0
R_2VfoOwgaFIKuVGk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid,0
R_2z6JKoz3sGGHUR1,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,20,3,2,80,3,3,,,,,,,,,,,,,20,3,3,10,1,1,30,4,3,0,1,2,10,2,2,10,1,2,10,3,3,Mid,0
R_1Lk6ON3fGXnzPKl,Yes,1,60,1,1,50,1,1,50,1,1,40,1,1,80,5,4,10,1,1,10,1,2,60,3,3,50,1,1,10,1,1,60,5,3,20,1,3,50,1,4,40,1,3,30,1,4,Mid,0
R_enX5yfdyX0Pua9b,Yes,1,70,1,1,40,1,1,90,2,2,100,3,2,60,1,1,70,1,1,50,1,2,30,1,2,80,3,1,80,2,2,90,4,3,30,3,4,30,3,4,30,1,3,80,4,4,Mid,0
R_7P6ULB8a41JhWKJ,Yes,1,90,3,3,70,3,2,50,1,2,100,5,4,20,1,1,30,1,1,40,1,3,90,4,3,40,2,1,10,1,1,20,1,1,30,3,3,20,3,3,40,2,3,60,5,4,Mid,0
R_2wQQC3WzVSIhAwX,Yes,1,30,2,2,20,1,1,20,1,1,50,1,2,10,1,1,0,1,1,40,1,2,,,,20,1,1,0,1,1,10,2,3,100,4,4,70,3,3,80,4,3,10,3,3,Mid,0
R_PuHd7T34oklViW5,Yes,1,10,1,1,10,1,1,20,1,1,60,3,2,10,1,1,20,1,1,10,1,1,20,1,1,10,1,1,10,1,1,20,2,3,50,3,3,40,3,3,20,2,3,70,3,3,Mid,0
R_pK8n1Kz4Ddcfqzn,Yes,1,80,1,1,50,3,2,70,3,2,60,3,2,60,1,1,60,1,1,30,1,2,60,1,2,40,1,1,30,1,1,10,1,3,10,1,3,20,3,3,20,1,3,20,3,4,Mid,0
R_3gRfQcuost2DwFK,Yes,1,90,3,2,50,1,2,50,2,2,80,3,2,80,2,2,40,1,1,70,3,2,50,1,2,50,1,1,30,1,1,10,1,2,40,1,3,30,1,2,20,1,3,50,1,2,Mid,1
R_1Ejp95QS1evX0rc,Yes,1,50,3,2,30,1,1,20,1,1,50,3,2,10,1,1,10,1,1,10,1,1,20,1,1,50,3,2,10,1,1,10,1,3,10,2,3,10,2,3,10,1,3,20,3,3,Mid,1
R_1IxV7PTXAiLYN75,Yes,1,50,1,1,30,1,1,10,1,1,10,1,1,80,3,2,50,1,2,30,1,2,50,1,1,50,1,1,20,1,1,10,3,3,10,1,1,50,4,4,20,1,2,50,1,1,Mid,0
R_1hXeA9BmfCFDnNF,Yes,1,80,2,1,50,3,2,50,1,1,70,3,2,60,2,1,50,2,1,70,1,1,30,2,1,90,2,2,40,1,1,10,2,3,10,3,3,10,3,3,10,3,3,40,4,4,Mid,0
