"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
85,5,1,2,NA,NA,NA,10,5,2,NA,NA,NA,95,80,1,3,"Considero que o artigo é uma forma de apresentação parcial dos resultados de um estudo. No projeto, pode-se trabalhar com uma ou mais variáveis dependentes, que podem ser reportadas em artigos diferentes. Ainda que eu seja contra o fatiamento dos estudos, projetos de grande escopo (guarda-chuva) permitem artigos robustos considerando conjuntos diferenciados de variáveis em análise.",NA,5,1,2,NA,NA,NA,5,1,2,NA,NA,NA,30,5,2,NA,NA,NA,2,0,2,NA,NA,NA,95,90,1,3,NA,"Exclusão em caso de outliers, reportando no relatório.",10,1,2,NA,NA,NA,5,1,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","Clinical",NA,"Yes","Yes","Yes","Yes","No","Yes","Yes",0,NA,"Yes","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Female","White",42,"Yes","No",NA,"Brasil","Sugiro avaliação de outras práticas inadequadas na pesquisa que considero mais comuns, como plágio, por exemplo."
87,75,40,2,NA,NA,NA,80,70,1,3,"imposições de periodicos no momento da publicação",NA,80,15,2,NA,NA,NA,15,40,2,NA,NA,NA,45,68,1,3,"sobreestimação dos participantes necessários; tempo destinado para a coleta; algumas análises ficam complicadas com um n muito grande",NA,15,43,2,NA,NA,NA,30,1,2,NA,NA,NA,41,22,1,2,NA,"poucos periodicos publicam resultados  não conclusivos ",21,45,2,NA,NA,NA,2,2,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","Organizational and Work",NA,"Yes","No","Yes","No","No","Yes","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Associate professor",NA,"Doctorate","Male","White",52,"Yes","No",NA,"portugal","Seria importante acrescentar um ponto: você considerou como válido um instrumento de medida ao realizar um estudo, sem investigar as características psicométricas do mesmo em sua amostra?   (faz-se isso o tempo todo com instrumentos autorizados pelo CFP) o PIOR, PARA FINS NÃO DE PESQUISA, MAS DE SELEÇÃO."
88,90,90,2,NA,NA,NA,90,90,2,NA,NA,NA,90,90,2,NA,NA,NA,10,10,2,NA,NA,NA,30,30,2,NA,NA,NA,90,90,1,3,"xxx",NA,5,5,2,NA,NA,NA,90,90,2,NA,NA,NA,95,95,2,NA,NA,NA,30,30,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Social",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Assistant professor",NA,"Doctorate","Female","White",50,"Yes","No",NA,"Espanha","xxx"
90,10,10,1,3,"Trabalho com prática baseada em evidências.",NA,5,5,2,NA,NA,NA,30,30,1,2,"Dificuldades no controle de variáveis",NA,30,30,1,2,"Dificuldades na análise de dados.",NA,5,5,2,NA,NA,NA,3,2,2,NA,NA,NA,0,0,2,NA,NA,NA,2,1,2,NA,NA,NA,1,1,2,NA,NA,NA,2,1,2,NA,NA,NA,"Never","Never","Never","Never","Health",NA,"Yes","No","No","Yes","No","No","Yes",1,"Quase experimental","No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Female","White",61,"Yes","No",NA,"Brasil",NA
92,25,1,2,NA,NA,NA,25,1,2,NA,NA,NA,50,1,2,NA,NA,NA,10,1,2,NA,NA,NA,56,5,2,NA,NA,NA,60,5,2,NA,NA,NA,80,4,2,NA,NA,NA,35,0,2,NA,NA,NA,3,1,2,NA,NA,NA,71,2,2,NA,NA,NA,"Often","Once or twice","Occasionally","Never","Behavior Analysis",NA,"Yes","No","No","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Female","White",63,"Yes","No",NA,"Brasil","A prática de pesquisa no Brasil só tem incentivo financeiro nas instituições públicas. Nas Instituições Privadas o pesquisador tem que arcar com os custos. O compromisso, portanto, permite a publicação de dados de realidade. A pesquisa acontece pela necessidade de se conhecer o fenômeno. É o que penso."
93,22,22,1,3,"Como pesquisador incipiente ainda estou aperfeiçoando minha habilidade em produzir pesquisa, creio que o mesmo ocorra com a maior parte dos pesquisadores. Um dos aspectos que envolve esse processo de aperfeiçoamento é a capacidade de análise e síntese, bem como, adequada contextualização e articulação com estudos nacionais e internacionais sob o mesmo objeto de investigação. Embora essa não seja uma justificativa, pode ser uma das explicações de o porquê isso possa estar ocorrendo. Outros motivos podem envolver falta de clareza de como a produção de pesquisa deve ser feita ou mesmo, prática duvidosa.",NA,65,73,2,NA,NA,NA,56,51,2,NA,NA,NA,64,61,2,NA,NA,NA,45,42,2,NA,NA,NA,63,60,2,NA,NA,NA,16,7,2,NA,NA,NA,60,59,1,2,NA,"Determinadas análises estatísticas permitem que na construção um modelo preditivo, por exemplo, determinadas variáveis sejam excluídas e que os dados sejam  manipulados  nesse sentido.",22,19,2,NA,NA,NA,32,28,2,NA,NA,NA,"Once or twice","Never","Once or twice","Never","Clinical",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"Yes","No","Yes","No",NA,"Equal emphasis","Private","other","Estudando de pós-graduação (nível de doutorado) e professor associado","Masters","Male","White",30,"Yes","No",NA,"Brasil",NA
101,50,25,1,2,"A questão aborda o fato de relatar apenas pesquisas que funcionaram. Não entendo perfeitamente porque  funcionaram  está entre aspas na pergunta, mas eu vejo várias razões para uma pesquisa não funcionar, inclusive porque, após executá-la, percebemos que não foi bem planejada ou que falhamos em obedecer o planejamento. Nesses casos, opto por não relatar uma pesquisa que não funcionou, ou seja, que não cumpriu sua função de produzir conhecimento. Sou contra publicar o que não contribui para a área. Nesse caso, publico aquilo que acaba funcionando, ou seja, aquilo que foi bem feito e gerou uma resposta pra pergunta inicial, mesmo que seja uma resposta oposta à minha própria hipótese.",NA,5,0,2,NA,NA,NA,5,0,2,NA,NA,NA,20,10,2,NA,NA,NA,0,0,2,NA,NA,NA,50,10,1,2,"No tipo de pesquisa que faço, algumas vezes se faz trabalho exploratório. Se inicia o trabalho em busca de uma certa relação funcional entre variáveis, mas no decorrer se encontra evidência de que outra variável tem relação mais forte e fidedigna com a VD sob estudo. Pode ocorrer de se abrir mão do estudo anterior e passar a estudar essa nova relação funcional. Quando se vai escrever um artigo sobre isso, é justificável relatar o estudo da segunda relação funcional. Na realidade, o primeiro empreendimento de pesquisa não foi concluído e deu lugar a um segundo, mas normalmente essa história de uma descoberta não aparece nos relatos publicados. Acho até que eles nem seriam aceitos pelas revistas se fossem assim. ",NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Never","Never","Never","Never","Behavior Analysis",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Public","Emeritus professor",NA,"Doctorate","Male","Parda",46,"Yes","No",NA,"Brasil","A primeira questão realmente deixa dúvida sobre o que se está perguntando."
102,75,85,2,NA,NA,NA,80,35,2,NA,NA,NA,40,30,2,NA,NA,NA,35,20,2,NA,NA,NA,25,10,2,NA,NA,NA,60,15,2,NA,NA,NA,15,5,2,NA,NA,NA,35,25,2,NA,NA,NA,80,45,2,NA,NA,NA,15,3,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Mental Health",NA,"Yes","No","Yes","No","No","No","No",1,"Qualitativa","No","No","Yes","No",NA,"Teaching","Public","Associate professor",NA,"Doctorate","Male","White",56,"Yes","No",NA,"Brasil",NA
106,60,65,1,2,NA,NA,40,40,2,NA,NA,NA,40,40,1,2,"Provavelmente pelo numero de páginas que a revista pede.",NA,30,29,1,2,"Um dado significativo instiga novas pesquisas  ou pesquisas que confirmem o dado encontrado com populações maiores.",NA,30,29,2,NA,NA,NA,29,28,2,NA,NA,NA,16,14,2,NA,NA,NA,50,50,2,NA,NA,NA,32,28,2,NA,NA,NA,19,14,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Development",NA,"Yes","Yes","Yes","Yes","Yes","No","Yes",0,NA,"No","Yes","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Female","White",65,"Yes","No",NA,"Brasil","As primeiras questões deixam dúvidas...."
108,50,50,1,3,"Devido a relevância do estudo",NA,71,37,1,3,"Para publicação devemos ser sucintos e a maioria das revistas exige um número de páginas que impossibilita detalhes",NA,30,22,2,NA,NA,NA,68,41,2,NA,NA,NA,50,33,2,NA,NA,NA,63,44,2,NA,NA,NA,23,4,2,NA,NA,NA,60,37,2,NA,NA,NA,85,41,2,NA,NA,NA,38,22,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Health",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","No","Yes",NA,"Equal emphasis","Public","Substitute professor",NA,"Doctorate","Female","White",47,"Yes","No",NA,"Brasil",NA
110,36,31,1,3,NA,NA,19,17,2,NA,NA,NA,6,8,2,NA,NA,NA,11,8,2,NA,NA,NA,3,5,2,NA,NA,NA,4,5,2,NA,NA,NA,4,3,2,NA,NA,NA,12,14,2,NA,NA,NA,8,15,2,NA,NA,NA,20,19,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","School and Education",NA,"Yes","No","No","Yes","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Emeritus professor",NA,"Masters","Female","White",56,"Yes","No",NA,"Brasil","não"
113,3,5,1,3,"Estuso que foram replicáveis por outros pesquisadores. Assim, entendo a palavra funcionaram.",NA,93,94,1,2,"Certamente por não visualizar todas as implicações do estudo e, principalmente, por omissão não intencional e falta de uma revisão apropriada pelos pares que analisaram previamente o manuscrito.",NA,83,77,2,NA,NA,NA,2,3,1,3,"Validar outras hipóteses levantadas do estudo e elaboração de experimentos adcionais e fazer validação adicional ou mesmo fatorial em alguns casos.",NA,63,71,2,NA,NA,NA,5,11,2,NA,NA,NA,18,15,2,NA,NA,NA,61,76,1,3,NA,"Sim, eliminar os sujeitos ou dados outsiders;aqueles que estão bem acima de uma dado desvio-padrão (critério previamente adotado) previamente determinado em função da robustez estatística dos dados obtidos.",93,86,2,NA,NA,NA,97,98,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Cognitive",NA,"Yes","Yes","Yes","No","Yes","No","No",1,"correlacional","No","Yes","No","No",NA,"Equal emphasis","Public","Emeritus professor",NA,"Doctorate","Male","White",65,"Yes","No",NA,"Estados Unidos","Precisa explicicar melhor o significado da palavra  funcioanram  na primeira questão. Grato."
115,90,90,1,2,"Porque pretendia justificar o meu estudo com base em pesquisas que o apoiassem, com resultados positivos.",NA,50,50,2,NA,NA,NA,50,50,2,NA,NA,NA,20,20,2,NA,NA,NA,10,10,2,NA,NA,NA,3,3,2,NA,NA,NA,6,3,2,NA,NA,NA,48,20,2,NA,NA,NA,8,4,2,NA,NA,NA,30,12,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","School and Education",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Private","other",NA,"Doctorate","Female","White",74,"Yes","No",NA,"Brasil","Minhas respostas se basearam  mais em pareceres que tenho dado para artigos sobre pesquisas a serem publicados em revistas da minha área ou sobre pesquisas a serem apresentadas em congressos científicos.."
116,84,50,1,2,"Dependendo da área, existem poucos estudos reportando resultados, e esses poucos estudos podem de fato reportar resultados positivos apenas.",NA,47,14,2,NA,NA,NA,8,6,2,NA,NA,NA,74,30,1,2,"Se o objetivo da pesquisa for comparar diferenças entre médias de dois ou mais grupos, o pesquisador pode constatar que um dos grupos teve um tamanho amostral muito reduzido para comparar estatisticamente. Nesse contexto, poderia realizar nova coleta para tentar aumentar o n.",NA,42,15,2,NA,NA,NA,19,8,2,NA,NA,NA,1,0,2,NA,NA,NA,51,6,2,NA,NA,NA,72,9,2,NA,NA,NA,38,5,2,NA,NA,NA,"Never","Never","Never","Never","Evolutionary",NA,"Yes","No","No","No","Yes","No","Yes",0,NA,"No","Yes","No","No",NA,"Equal emphasis","Private","Graduate student",NA,"Undergraduate","Male","White",28,"Yes","No",NA,"Brasil",NA
117,0,0,2,NA,NA,NA,100,100,1,3,"Acho que não faz sentido reportar absolutamente todos os aspectos de um estudo. Por exemplo, como foi feita a limpeza do banco de dados ...",NA,100,100,1,3,"As variáveis podem não acrescentar informação util para o estudo (devido a casos faltantes, muita curtose, ou efeitos de teto ou de chão). Nestas condições acredito que podem ser descartadas ou ignoradas.",NA,50,99,2,NA,NA,NA,1,0,2,NA,NA,NA,51,52,2,NA,NA,NA,5,0,2,NA,NA,NA,51,52,2,NA,NA,NA,46,47,2,NA,NA,NA,10,0,2,NA,NA,NA,"Often","Often","Often","Once or twice","Psychological Assessment",NA,"Yes","Yes","Yes","No","No","Yes","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Assistant professor",NA,"Doctorate","Male","White",36,"Yes","No",NA,"Brasil",NA
122,50,50,2,NA,NA,NA,30,30,2,NA,NA,NA,30,30,2,NA,NA,NA,70,70,2,NA,NA,NA,91,90,2,NA,NA,NA,30,30,2,NA,NA,NA,10,10,2,NA,NA,NA,20,20,2,NA,NA,NA,15,20,2,NA,NA,NA,10,10,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Clinical",NA,"Yes","Yes","Yes","Yes","No","No","Yes",1,"Documental","Yes","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Male","White",44,"Yes","No",NA,"Brasil",NA
128,100,65,1,2,"Relatar, em alguns casos, apenas as pesquisas cujos resultados deram certo tem sentido se esses resultados contribuem com teorias anteriores, não falo aqui em construção de teorias, e que sejam passiveis de replicação. Os interesses em pesquisa funcionam tendo como base a variação dos fenômenos, os pesquisadores, muitas vezes, não conseguem explicar ou confirmar teorias que se pautem nos fatores invariantes.",NA,70,5,2,NA,NA,NA,100,80,1,3,"Existem delineamentos que justificam a seleção e uso das variáveis dependentes em diferentes momentos. Estudos clássicos na psicologia utilizam essa pratica.",NA,100,90,2,NA,NA,NA,90,100,2,NA,NA,NA,100,0,1,3,"Existem delineamentos que permitem expectativas sobre os resultados, o resultado inesperado pode ser tratado como sendo viável de ser pensado anteriormente no planejamento da pesquisa. Mas, sempre que faço isso informo na discussão sobre os resultados obtidos com os dados. Nesse sentido, não sei se deveria ter respondido que  sim . Minha regra é que isso pode ser feito, mas deve ser informado.",NA,30,0,2,NA,NA,NA,100,100,1,3,NA,"Aprendi com estatísticos de reconhecimento internacional que isso pode ser feito. ",100,100,2,NA,NA,NA,80,1,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Occasionally","Development",NA,"Yes","Yes","Yes","No","No","No","Yes",1,"intervenção","No","Yes","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Male","White",55,"Yes","No",NA,"Estados Unidos",NA
129,30,30,2,NA,NA,NA,10,10,2,NA,NA,NA,5,4,2,NA,NA,NA,4,4,2,NA,NA,NA,3,3,2,NA,NA,NA,5,5,2,NA,NA,NA,2,2,2,NA,NA,NA,3,3,2,NA,NA,NA,2,2,2,NA,NA,NA,1,1,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","other","psicanálise","Yes","No","No","No","No","No","No",1,"psicanálise","Yes","No","No","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","Black",40,"Yes","No",NA,"brasil",NA
130,30,25,1,3,"Para iniciar um projeto de pesquisa é necessário avaliar o que já foi feito no área e quais estudam são baseados em evidência, para que o projeto que se inicie não repita práticas equivocadas e reproduza e expanda, ou crie novas práticas efetivas. ",NA,30,20,2,NA,NA,NA,40,30,2,NA,NA,NA,10,10,2,NA,NA,NA,20,10,2,NA,NA,NA,30,15,2,NA,NA,NA,35,15,2,NA,NA,NA,30,14,2,NA,NA,NA,65,60,1,3,"Entendo que é possível arrendondar quando o valor é pequeno. ",NA,25,14,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Never","Mental Health",NA,"Yes","Yes","Yes","Yes","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Associate professor",NA,"Doctorate","Female","White",52,"Yes","No",NA,"Espanha",NA
137,80,20,1,1,NA,"Pressão de co-autores",36,22,2,NA,NA,NA,50,25,2,NA,NA,NA,86,25,2,NA,NA,NA,22,20,2,NA,NA,NA,89,52,1,2,"Porque descobri que posteriormente que minha metodologia buscava aquele resultado",NA,11,9,2,NA,NA,NA,80,10,2,NA,NA,NA,94,94,1,3,"Não sei qual é o problema com isso, mas agora vou procurar saber",NA,9,10,2,NA,NA,NA,"Occasionally","Occasionally","Often","Once or twice","Evolutionary",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",30,"Yes","No",NA,"Brasil","Seria bom repetir a pergunta nas outras páginas depois que colocamos o  sim  e precisamos colocar se achamos justificável, e porque.   Parabéns pela pesquisa, o tema tem muita importância."
140,70,70,1,2,"Inexperiência, a própria busca da literatura foi enviesada. Um artigo levando a outro.",NA,100,100,1,3,"O próprio formato e espaço dos artigos não nos permite contar a trajetória que realmente justificaria todas as condições. É preciso selecionar as informações realmente pertinentes. ",NA,50,50,2,NA,NA,NA,90,90,2,NA,NA,NA,70,70,2,NA,NA,NA,50,50,2,NA,NA,NA,10,10,2,NA,NA,NA,80,80,1,2,NA,"Tratava-se de um possível equívoco metodológico, e não parece haver muito espaço para erros nos artigos científicos.",10,10,2,NA,NA,NA,50,50,2,NA,NA,NA,"Often","Often","Often","Once or twice","Behavior Analysis",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","Parda",29,"Yes","No",NA,"Brasil","Espero que essa pesquisa não seja do tipo  caça às bruxas , e sim uma boa análise e descrição das contingências que controlam o comportamento dos pesquisadores. Não está sendo fácil produzir Ciência, tanto no cenário mundial, mas especialmente no nosso atual contexto nacional."
141,30,24,2,NA,NA,NA,53,17,2,NA,NA,NA,42,13,2,NA,NA,NA,22,86,2,NA,NA,NA,10,22,2,NA,NA,NA,26,2,2,NA,NA,NA,5,0,2,NA,NA,NA,69,18,2,NA,NA,NA,43,15,2,NA,NA,NA,42,6,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Once or twice","other","Habilidades Sociais","Yes","No","No","Yes","No","No","No",0,NA,"No","No","No","Yes","Escola","Research","Public","Graduate student",NA,"Undergraduate","Female","White",24,"Yes","No",NA,"Brasil","Achei as primeiras questões um pouco difíceis de entender. Fiquei em dúvida se eu deveria  chutar  as respostas ou se deveria responder somente se eu tivesse informações relacionadas às questões. Considerando a palavra  estime  respondi de acordo com o que eu acho, mas não tenho ideia se minhas respostas condizem com a realidade. "
145,76,66,2,NA,NA,NA,84,74,2,NA,NA,NA,80,60,2,NA,NA,NA,91,75,2,NA,NA,NA,80,69,2,NA,NA,NA,80,70,2,NA,NA,NA,70,60,2,NA,NA,NA,80,69,2,NA,NA,NA,90,81,2,NA,NA,NA,80,70,2,NA,NA,NA,"Occasionally","Never","Once or twice","Never","Social",NA,"No","No","No","No","No","No","No",1,"correlacional","No","No","Yes","No",NA,"Teaching","Private","Graduate student",NA,"Undergraduate","Male","White",41,"Yes","No",NA,"Brasil","Desejo boa sorte em seu trabalho."
147,60,30,1,2,"Reportei estudos que  funcionaram  pela ausência de estudos que  não funcionaram . ",NA,40,20,2,NA,NA,NA,20,10,2,NA,NA,NA,70,50,1,2,"Para deixar mais robusta a pesquisa e avaliar se terá mais impacto.",NA,60,30,2,NA,NA,NA,40,30,2,NA,NA,NA,20,5,2,NA,NA,NA,30,10,2,NA,NA,NA,80,50,1,3,"Considerando dados subjetivos da psicologia (variáveis clínicas por exemplo), pode-se adotar o arredondamento de p. em algumas análises.",NA,10,5,2,NA,NA,NA,"Once or twice","Never","Once or twice","Once or twice","Health",NA,"Yes","Yes","Yes","Yes","No","No","Yes",0,NA,"No","No","No","Yes","Hospital","Equal emphasis","Private","Graduate student",NA,"Undergraduate","Female","White",29,"Yes","No",NA,"Brasil",NA
152,90,90,1,3,"Porque são trabalhos que retratam a aplicabilidade do tema estudado e possíveis soluções do problema de pesquisa",NA,60,60,1,3,"Porque a quantidade de páginas de um artigo, impossibilitam o detalhamento de todas as informações.",NA,50,50,2,NA,NA,NA,25,25,2,NA,NA,NA,25,25,2,NA,NA,NA,20,13,2,NA,NA,NA,20,3,2,NA,NA,NA,21,10,2,NA,NA,NA,25,13,2,NA,NA,NA,60,40,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","other","Psicologia Comunitária","Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Associate professor",NA,"Doctorate","Female","Parda",48,"Yes","No",NA,"Brasil",NA
